source_name,source_url,original_url,final_url,canonical_url,normalized_canonical_key,discovery_method,candidate_score,matched_regex,article_type_signal,title_source,datetime_source,description_source,ok,status_code,error,blocked_flag,headline,headline_preview,event_datetime_original,event_datetime_ist,trade_date_ist,keyword_relevance_score,extraction_quality,kept,reject_stage,reject_reason
Al Jazeera,https://www.aljazeera.com/gallery/2026/6/3/service-is-the-rent-we-pay-muhammad-ali-remembered-10-years-on,https://www.aljazeera.com/gallery/2026/6/3/service-is-the-rent-we-pay-muhammad-ali-remembered-10-years-on,https://www.aljazeera.com/gallery/2026/6/3/service-is-the-rent-we-pay-muhammad-ali-remembered-10-years-on,https://www.aljazeera.com/gallery/2026/6/3/service-is-the-rent-we-pay-muhammad-ali-remembered-10-years-on,aljazeera.com/gallery/2026/6/3/service-is-the-rent-we-pay-muhammad-ali-remembered-10-years-on,sitemap,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,‘Service is the rent we pay’: Muhammad Ali remembered 10 years on,‘Service is the rent we pay’: Muhammad Ali remembered 10 years on,parsed_direct,2026-06-03 13:04:36+05:30,2026-06-03,6,extracted_verified,True,,
Al Jazeera,https://www.aljazeera.com/economy/2026/6/3/japans-stock-market-hits-new-record-as-ai-boom-gathers-steam,https://www.aljazeera.com/economy/2026/6/3/japans-stock-market-hits-new-record-as-ai-boom-gathers-steam,https://www.aljazeera.com/economy/2026/6/3/japans-stock-market-hits-new-record-as-ai-boom-gathers-steam,https://www.aljazeera.com/economy/2026/6/3/japans-stock-market-hits-new-record-as-ai-boom-gathers-steam,aljazeera.com/economy/2026/6/3/japans-stock-market-hits-new-record-as-ai-boom-gathers-steam,sitemap,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,Japan’s stock market hits new record as AI boom gathers steam,Japan’s stock market hits new record as AI boom gathers steam,parsed_direct,2026-06-03 11:26:30+05:30,2026-06-03,8,extracted_verified,True,,
Al Jazeera,https://www.aljazeera.com/features/2026/6/3/is-the-great-nicobar-island-indias-hormuz-like-chokepoint-against-china,https://www.aljazeera.com/features/2026/6/3/is-the-great-nicobar-island-indias-hormuz-like-chokepoint-against-china,https://www.aljazeera.com/features/2026/6/3/is-the-great-nicobar-island-indias-hormuz-like-chokepoint-against-china,https://www.aljazeera.com/features/2026/6/3/is-the-great-nicobar-island-indias-hormuz-like-chokepoint-against-china,aljazeera.com/features/2026/6/3/is-the-great-nicobar-island-indias-hormuz-like-chokepoint-against-china,sitemap,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,Is the Great Nicobar Island India’s Hormuz-like chokepoint against China?,Is the Great Nicobar Island India’s Hormuz-like chokepoint against China?,parsed_direct,2026-06-03 12:47:37+05:30,2026-06-03,20,extracted_verified,True,,
Al Jazeera,https://www.aljazeera.com/news/2026/6/4/democrat-fails-to-block-us-measure-to-deepen-israel-military-cooperation?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrat-fails-to-block-us-measure-to-deepen-israel-military-cooperation?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrat-fails-to-block-us-measure-to-deepen-israel-military-cooperation?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrat-fails-to-block-us-measure-to-deepen-israel-military-cooperation,aljazeera.com/news/2026/6/4/democrat-fails-to-block-us-measure-to-deepen-israel-military-cooperation,rss,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,Democrat fails to block US measure to deepen Israel military cooperation,Democrat fails to block US measure to deepen Israel military cooperation,parsed_direct,2026-06-05 04:58:13+05:30,2026-06-05,8,extracted_verified,True,,
Al Jazeera,https://www.aljazeera.com/news/2026/6/4/democrats-force-vote-on-trumps-1-8bn-settlement-fund-in-vote-a-rama?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrats-force-vote-on-trumps-1-8bn-settlement-fund-in-vote-a-rama?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrats-force-vote-on-trumps-1-8bn-settlement-fund-in-vote-a-rama?traffic_source=rss,https://www.aljazeera.com/news/2026/6/4/democrats-force-vote-on-trumps-1-8bn-settlement-fund-in-vote-a-rama,aljazeera.com/news/2026/6/4/democrats-force-vote-on-trumps-1-8bn-settlement-fund-in-vote-a-rama,rss,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,Democrats force vote on Trump’s $1.8bn settlement fund in ‘vote-a-rama’,Democrats force vote on Trump’s $1.8bn settlement fund in ‘vote-a-rama’,parsed_direct,2026-06-05 04:27:15+05:30,2026-06-05,7,extracted_verified,True,,
Al Jazeera,https://www.aljazeera.com/economy/2026/6/3/thailand-cracks-down-on-foreign-companies-using-fig-leaf-of-local-ownership,https://www.aljazeera.com/economy/2026/6/3/thailand-cracks-down-on-foreign-companies-using-fig-leaf-of-local-ownership,https://www.aljazeera.com/economy/2026/6/3/thailand-cracks-down-on-foreign-companies-using-fig-leaf-of-local-ownership,https://www.aljazeera.com/economy/2026/6/3/thailand-cracks-down-on-foreign-companies-using-fig-leaf-of-local-ownership,aljazeera.com/economy/2026/6/3/thailand-cracks-down-on-foreign-companies-using-fig-leaf-of-local-ownership,sitemap,,,high,og:title,jsonld:datePublished,og:description,True,200,,False,Thailand cracks down on foreign companies using fig leaf of local ownership,Thailand cracks down on foreign companies using fig leaf of local ownership,parsed_direct,2026-06-03 05:36:57+05:30,2026-06-03,12,extracted_verified,True,,
CNN,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,rss,,,,,,,True,200,,False,,,,,,0,,False,extract,missing_headline
CNN,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/h_8d51e3ae2714edaa0dace837305d03b8,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/h_8d51e3ae2714edaa0dace837305d03b8,https://edition.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23,https://edition.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23,cnn.com/business/live-news/fox-news-dominion-trial-04-18-23,rss,,,,,,,True,200,,False,,,,,,0,,False,extract,missing_headline
CNN,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,https://edition.cnn.com/audio/podcasts/engagement-party/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,https://edition.cnn.com/audio/podcasts/engagement-party/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,cnn.com/audio/podcasts/engagement-party/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,rss,,,,,,,True,200,,False,,,,,,0,,False,extract,missing_headline
CNN,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer%3Fiid%3DCNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer%3Fiid%3DCNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer%3Fiid%3DCNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer%3Fiid%3DCNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer%3Fiid%3DCNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer
CNN,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,,,rss,,,,,,,False,403,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,False,,,,,,0,,False,fetch,403 Client Error: Forbidden for url: https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer
