stream,session_window_ist,phase_id,phase_label,n_total,n_valid,n_up,n_down,n_flat,pct_up,pct_down,pct_flat,mean_return_pct,median_return_pct,std_return_pct,low_confidence_flag
WTI_session,india_midday,3.0,strong_escalation_op_rising_lion,4,4,0,4,0,0.0,100.0,0.0,-1.1857744296688206,-1.0636933308562935,0.7868881298295726,True
WTI_session,india_morning,3.0,strong_escalation_op_rising_lion,4,4,0,3,1,0.0,75.0,25.0,-0.3824016115728004,-0.43064600025801963,0.2991397289600641,True
WTI_session,mcx_open_drive,3.0,strong_escalation_op_rising_lion,4,4,0,3,1,0.0,75.0,25.0,-0.5145517715337143,-0.571201150251858,0.33730906091262003,True
WTI_session,mcx_tail,3.0,strong_escalation_op_rising_lion,4,4,2,2,0,50.0,50.0,0.0,-0.3024044830545052,-0.12138491247950098,1.0578918803747344,True
WTI_session,other_valid_hours,3.0,strong_escalation_op_rising_lion,4,4,2,1,1,50.0,25.0,25.0,0.2939762936436055,0.3062575247175291,1.5429502904150847,True
WTI_session,us_open,3.0,strong_escalation_op_rising_lion,8,8,2,2,4,25.0,25.0,50.0,-0.2796351879147706,-0.04073916432402436,1.4666363616264217,False
WTI_session,us_pre_open,3.0,strong_escalation_op_rising_lion,4,4,2,2,0,50.0,50.0,0.0,0.1158652666866205,0.4454853137264828,1.8524815618893007,True
WTI_session,europe_midday,4.0,naval_blockade_removed,4,4,2,1,1,50.0,25.0,25.0,0.46307343180741234,0.5638992735468819,0.8480909887000725,True
WTI_session,global_reopen_pre_mcx,4.0,naval_blockade_removed,5,5,0,4,1,0.0,80.0,20.0,-0.5287889662578934,-0.5178769024950954,0.477930623642074,False
WTI_session,india_midday,4.0,naval_blockade_removed,4,4,1,3,0,25.0,75.0,0.0,-0.9046364098247033,-0.464750400237152,1.7973197405828112,True
WTI_session,india_morning,4.0,naval_blockade_removed,4,4,0,0,4,0.0,0.0,100.0,-0.03746629864837445,-0.062053044398866025,0.09210136844512552,True
WTI_session,mcx_open_drive,4.0,naval_blockade_removed,5,5,1,2,2,20.0,40.0,40.0,-0.1675355089435338,-0.19989542665373047,0.41036471081210785,False
WTI_session,mcx_tail,4.0,naval_blockade_removed,4,4,4,0,0,100.0,0.0,0.0,0.8779931703238044,0.6151011934261039,0.723547518108176,True
WTI_session,other_valid_hours,4.0,naval_blockade_removed,4,4,2,2,0,50.0,50.0,0.0,-0.19422577207051828,-0.04407432398106906,0.9463864254900901,True
