stream,phase_id,phase_label,leg_triplet,example_window_triplet,n_occurrences,n_phase_dates,support,confidence,consistency,composite_score,low_confidence_flag,p_composite,q_composite
BRENT_session,2,post_ceasefire_complex,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,8,43,0.1860465116279069,0.4,0.8237547892720306,0.1532567049808429,False,1.0,1.0
WTI_session,2,post_ceasefire_complex,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,india_morning|india_midday|europe_midday,5,43,0.1162790697674418,0.3125,0.835965978128797,0.0972053462940461,False,1.0,1.0
BRENT_session,2,post_ceasefire_complex,DOWN_Q2_25_50|FLAT_Q1_0_25|UP_Q3_50_75,us_open|mcx_tail|other_valid_hours,5,43,0.1162790697674418,0.5,0.7226890756302521,0.0840336134453781,False,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|UP_Q3_50_75|DOWN_Q1_0_25,india_midday|europe_midday|us_pre_open,2,3,0.6666666666666666,1.0,0.7499999999999999,0.1999999999999999,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,DOWN_Q4_75_90|FLAT_Q1_0_25|FLAT_Q2_25_50,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,4,0.5,0.6666666666666666,0.8571428571428572,0.1714285714285714,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|FLAT_Q1_0_25|FLAT_Q1_0_25,mcx_open_drive|india_morning|india_midday,2,4,0.5,1.0,0.6666666666666666,0.1333333333333333,True,1.0,1.0
BRENT_session,1,full_scale_war,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,3,18,0.1666666666666666,0.3,0.8823529411764706,0.088235294117647,True,1.0,1.0
BRENT_session,1,full_scale_war,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q2_25_50,europe_midday|us_pre_open|us_open,3,18,0.1666666666666666,0.3,0.8823529411764706,0.088235294117647,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q2_25_50|FLAT_Q1_0_25,us_open|us_open|mcx_tail,1,3,0.3333333333333333,0.3333333333333333,1.0,0.0666666666666666,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q2_25_50|FLAT_Q2_25_50,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,0.3333333333333333,1.0,0.0666666666666666,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q2_25_50|UP_Q3_50_75,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,0.3333333333333333,1.0,0.0666666666666666,True,1.0,1.0
BRENT_session,1,full_scale_war,UP_Q2_25_50|FLAT_Q1_0_25|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,3,18,0.1666666666666666,0.75,0.631578947368421,0.0631578947368421,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q2_25_50|FLAT_Q1_0_25|FLAT_Q1_0_25,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q2_25_50|FLAT_Q1_0_25|UP_Q3_50_75,india_morning|india_midday|europe_midday,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,UP_Q3_50_75|DOWN_Q1_0_25|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,UP_Q3_50_75|DOWN_Q1_0_25|UP_Q3_50_75,india_midday|europe_midday|us_pre_open,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q4_75_90|DOWN_Q5_90_100|DOWN_Q5_90_100,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q4_75_90|DOWN_Q5_90_100|UP_Q4_75_90,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|DOWN_Q4_75_90|DOWN_Q5_90_100,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|DOWN_Q4_75_90|UP_Q4_75_90,us_open|us_open|mcx_tail,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|DOWN_Q5_90_100|DOWN_Q4_75_90,us_pre_open|us_open|us_open,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|DOWN_Q5_90_100|UP_Q4_75_90,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|UP_Q4_75_90|DOWN_Q3_50_75,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q5_90_100|UP_Q4_75_90|DOWN_Q4_75_90,india_morning|india_midday|europe_midday,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q2_25_50,india_morning|india_midday|europe_midday,1,3,0.3333333333333333,0.5,0.8571428571428571,0.0571428571428571,True,1.0,1.0
BRENT_session,2,post_ceasefire_complex,FLAT_Q1_0_25|DOWN_Q2_25_50|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,4,43,0.0930232558139534,0.4,0.7651245551601423,0.0569395017793594,True,1.0,1.0
BRENT_session,7,sustained_major_reescalation_hormuz_war,UP_Q3_50_75|DOWN_Q4_75_90|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,10,0.2,0.6666666666666666,0.6818181818181819,0.0545454545454545,True,1.0,1.0
WTI_session,7,sustained_major_reescalation_hormuz_war,UP_Q2_25_50|UP_Q2_25_50|DOWN_Q2_25_50,europe_midday|us_pre_open|us_open,2,10,0.2,0.6666666666666666,0.6818181818181819,0.0545454545454545,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,DOWN_Q3_50_75|FLAT_Q1_0_25|FLAT_Q1_0_25,india_midday|europe_midday|us_pre_open,2,14,0.1428571428571428,0.2857142857142857,0.875,0.05,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,DOWN_Q3_50_75|FLAT_Q1_0_25|UP_Q2_25_50,europe_midday|us_pre_open|us_open,2,14,0.1428571428571428,0.2857142857142857,0.875,0.05,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,14,0.1428571428571428,0.2857142857142857,0.875,0.05,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q4_75_90,europe_midday|us_pre_open|us_open,2,14,0.1428571428571428,0.2857142857142857,0.875,0.05,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q3_50_75,us_open|us_open|mcx_tail,2,14,0.1428571428571428,0.3333333333333333,0.84,0.048,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q5_90_100,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,14,0.1428571428571428,0.3333333333333333,0.84,0.048,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,DOWN_Q4_75_90|FLAT_Q1_0_25|DOWN_Q4_75_90,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|UP_Q2_25_50|UP_Q3_50_75,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|UP_Q2_25_50|UP_Q4_75_90,india_midday|europe_midday|us_pre_open,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|UP_Q2_25_50|UP_Q5_90_100,us_open|us_open|mcx_tail,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|DOWN_Q2_25_50|DOWN_Q5_90_100,us_pre_open|us_open|us_open,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|DOWN_Q2_25_50|UP_Q2_25_50,india_midday|europe_midday|us_pre_open,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|DOWN_Q2_25_50|UP_Q3_50_75,india_morning|india_midday|europe_midday,1,4,0.25,0.3333333333333333,0.9230769230769232,0.0461538461538461,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,DOWN_Q2_25_50|FLAT_Q1_0_25|DOWN_Q4_75_90,india_midday|europe_midday|us_pre_open,2,14,0.1428571428571428,0.4,0.7954545454545455,0.0454545454545454,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,DOWN_Q2_25_50|FLAT_Q1_0_25|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,2,14,0.1428571428571428,0.4,0.7954545454545455,0.0454545454545454,True,1.0,1.0
BRENT_session,7,sustained_major_reescalation_hormuz_war,DOWN_Q2_25_50|FLAT_Q2_25_50|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,10,0.2,1.0,0.5555555555555556,0.0444444444444444,True,1.0,1.0
BRENT_session,7,sustained_major_reescalation_hormuz_war,DOWN_Q5_90_100|FLAT_Q1_0_25|UP_Q4_75_90,india_midday|europe_midday|us_pre_open,2,10,0.2,1.0,0.5555555555555556,0.0444444444444444,True,1.0,1.0
WTI_session,7,sustained_major_reescalation_hormuz_war,DOWN_Q4_75_90|UP_Q3_50_75|UP_Q3_50_75,us_open|us_open|mcx_tail,2,10,0.2,1.0,0.5555555555555556,0.0444444444444444,True,1.0,1.0
WTI_session,7,sustained_major_reescalation_hormuz_war,FLAT_Q1_0_25|DOWN_Q4_75_90|UP_Q3_50_75,us_pre_open|us_open|us_open,2,10,0.2,1.0,0.5555555555555556,0.0444444444444444,True,1.0,1.0
BRENT_session,5,slight_escalation_strait_closure,FLAT_Q1_0_25|DOWN_Q1_0_25|UP_Q2_25_50,europe_midday|us_pre_open|us_open,2,12,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.0444444444444444,True,1.0,1.0
BRENT_session,5,slight_escalation_strait_closure,UP_Q3_50_75|FLAT_Q1_0_25|DOWN_Q2_25_50,us_open|mcx_tail|other_valid_hours,2,12,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.0444444444444444,True,1.0,1.0
WTI_session,5,slight_escalation_strait_closure,UP_Q4_75_90|FLAT_Q1_0_25|FLAT_Q1_0_25,us_open|mcx_tail|other_valid_hours,2,12,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.0444444444444444,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,UP_Q2_25_50|UP_Q2_25_50|UP_Q2_25_50,us_open|us_open|mcx_tail,2,14,0.1428571428571428,0.5,0.7368421052631579,0.0421052631578947,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,UP_Q3_50_75|FLAT_Q1_0_25|UP_Q3_50_75,india_morning|india_midday|europe_midday,2,14,0.1428571428571428,0.5,0.7368421052631579,0.0421052631578947,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|DOWN_Q4_75_90|UP_Q3_50_75,india_morning|india_midday|europe_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|DOWN_Q4_75_90|UP_Q4_75_90,us_open|mcx_tail|other_valid_hours,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|FLAT_Q2_25_50|DOWN_Q2_25_50,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|FLAT_Q2_25_50|FLAT_Q1_0_25,us_open|us_open|mcx_tail,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|FLAT_Q1_0_25|FLAT_Q1_0_25,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,DOWN_Q3_50_75|FLAT_Q1_0_25|UP_Q2_25_50,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,us_open|us_open|mcx_tail,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q2_25_50,india_morning|india_midday|europe_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q2_25_50|UP_Q5_90_100|DOWN_Q2_25_50,us_open|mcx_tail|other_valid_hours,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q2_25_50|UP_Q5_90_100|DOWN_Q4_75_90,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,DOWN_Q2_25_50|DOWN_Q2_25_50|DOWN_Q3_50_75,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,DOWN_Q2_25_50|DOWN_Q2_25_50|UP_Q2_25_50,india_morning|india_midday|europe_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,DOWN_Q3_50_75|FLAT_Q1_0_25|DOWN_Q5_90_100,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,DOWN_Q3_50_75|FLAT_Q1_0_25|UP_Q2_25_50,india_midday|europe_midday|us_pre_open,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|UP_Q2_25_50|FLAT_Q1_0_25,us_open|mcx_tail|other_valid_hours,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,3,strong_escalation_op_rising_lion,FLAT_Q1_0_25|UP_Q2_25_50|UP_Q3_50_75,europe_midday|us_pre_open|us_open,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|FLAT_Q1_0_25,us_open|mcx_tail|other_valid_hours,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q1_0_25,india_morning|india_midday|europe_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q2_25_50|DOWN_Q3_50_75|DOWN_Q2_25_50,mcx_open_drive|india_morning|india_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q2_25_50|DOWN_Q3_50_75|UP_Q3_50_75,us_pre_open|us_open|us_open,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q4_75_90|DOWN_Q3_50_75|DOWN_Q2_25_50,india_morning|india_midday|europe_midday,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
WTI_session,9,ceasefire_pause_breakdown_renewed_escalation,UP_Q4_75_90|DOWN_Q3_50_75|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,4,0.25,0.5,0.8,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q1_0_25|FLAT_Q1_0_25|FLAT_Q2_25_50,us_pre_open|us_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q1_0_25|UP_Q3_50_75|DOWN_Q3_50_75,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q2_25_50|DOWN_Q2_25_50|DOWN_Q3_50_75,us_pre_open|us_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q2_25_50|DOWN_Q3_50_75|FLAT_Q3_50_75,us_open|us_open|mcx_tail,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q2_25_50|FLAT_Q1_0_25|DOWN_Q3_50_75,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q3_50_75|FLAT_Q1_0_25|FLAT_Q2_25_50,us_open|us_open|mcx_tail,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q3_50_75|FLAT_Q2_25_50|UP_Q1_0_25,india_morning|india_midday|europe_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q3_50_75|FLAT_Q3_50_75|FLAT_Q2_25_50,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|DOWN_Q3_50_75|FLAT_Q2_25_50,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|FLAT_Q3_50_75|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q2_25_50|FLAT_Q2_25_50|FLAT_Q1_0_25,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q2_25_50|UP_Q1_0_25|DOWN_Q2_25_50,india_midday|europe_midday|us_pre_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q3_50_75|FLAT_Q1_0_25|UP_Q3_50_75,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,UP_Q1_0_25|DOWN_Q2_25_50|DOWN_Q2_25_50,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,6,ceasefire_collapse_renewed_escalation,UP_Q3_50_75|DOWN_Q3_50_75|FLAT_Q1_0_25,us_pre_open|us_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q1_0_25|FLAT_Q1_0_25|DOWN_Q2_25_50,us_pre_open|us_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q2_25_50|FLAT_Q1_0_25|FLAT_Q1_0_25,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q3_50_75|DOWN_Q5_90_100|DOWN_Q5_90_100,us_open|us_open|mcx_tail,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q4_75_90|UP_Q4_75_90|DOWN_Q5_90_100,us_open|mcx_tail|other_valid_hours,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,DOWN_Q4_75_90|UP_Q5_90_100|UP_Q4_75_90,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|DOWN_Q2_25_50|FLAT_Q1_0_25,us_open|us_open|mcx_tail,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,FLAT_Q1_0_25|UP_Q2_25_50|DOWN_Q1_0_25,india_midday|europe_midday|us_pre_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q2_25_50|DOWN_Q1_0_25|FLAT_Q1_0_25,europe_midday|us_pre_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q3_50_75|FLAT_Q1_0_25|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q4_75_90|DOWN_Q3_50_75|DOWN_Q5_90_100,us_pre_open|us_open|us_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q4_75_90|DOWN_Q4_75_90|DOWN_Q5_90_100,india_midday|europe_midday|us_pre_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q4_75_90|UP_Q5_90_100|DOWN_Q5_90_100,india_morning|india_midday|europe_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q5_90_100|DOWN_Q5_90_100|UP_Q4_75_90,india_midday|europe_midday|us_pre_open,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
WTI_session,6,ceasefire_collapse_renewed_escalation,UP_Q5_90_100|UP_Q4_75_90|UP_Q5_90_100,mcx_open_drive|india_morning|india_midday,1,3,0.3333333333333333,1.0,0.6,0.04,True,1.0,1.0
BRENT_session,2,post_ceasefire_complex,FLAT_Q1_0_25|FLAT_Q1_0_25|DOWN_Q3_50_75,global_reopen_pre_mcx|mcx_open_drive|india_morning,3,43,0.0697674418604651,0.15,0.9257265877287406,0.038751345532831,True,1.0,1.0
BRENT_session,2,post_ceasefire_complex,FLAT_Q1_0_25|FLAT_Q1_0_25|UP_Q3_50_75,global_reopen_pre_mcx|mcx_open_drive|india_morning,3,43,0.0697674418604651,0.15,0.9257265877287406,0.038751345532831,True,1.0,1.0
BRENT_session,10,second_deescalation_active_negotiation_hormuz_deal,UP_Q3_50_75|FLAT_Q1_0_25|UP_Q4_75_90,india_morning|india_midday|europe_midday,2,14,0.1428571428571428,0.6666666666666666,0.65625,0.0375,True,1.0,1.0
WTI_session,10,second_deescalation_active_negotiation_hormuz_deal,UP_Q4_75_90|DOWN_Q3_50_75|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,2,14,0.1428571428571428,0.6666666666666666,0.65625,0.0375,True,1.0,1.0
WTI_session,2,post_ceasefire_complex,FLAT_Q1_0_25|FLAT_Q1_0_25|DOWN_Q2_25_50,india_morning|india_midday|europe_midday,3,43,0.0697674418604651,0.1875,0.894668400520156,0.0374512353706111,True,1.0,1.0
BRENT_session,2,post_ceasefire_complex,FLAT_Q1_0_25|UP_Q3_50_75|DOWN_Q3_50_75,us_open|mcx_tail|other_valid_hours,3,43,0.0697674418604651,0.2142857142857142,0.8737300435413643,0.0365747460087082,True,1.0,1.0
BRENT_session,5,slight_escalation_strait_closure,DOWN_Q4_75_90|FLAT_Q1_0_25|DOWN_Q1_0_25,india_midday|europe_midday|us_pre_open,2,12,0.1666666666666666,1.0,0.5454545454545454,0.0363636363636363,True,1.0,1.0
BRENT_session,5,slight_escalation_strait_closure,UP_Q2_25_50|DOWN_Q5_90_100|UP_Q3_50_75,europe_midday|us_pre_open|us_open,2,12,0.1666666666666666,1.0,0.5454545454545454,0.0363636363636363,True,1.0,1.0
WTI_session,5,slight_escalation_strait_closure,UP_Q2_25_50|DOWN_Q5_90_100|UP_Q4_75_90,europe_midday|us_pre_open|us_open,2,12,0.1666666666666666,1.0,0.5454545454545454,0.0363636363636363,True,1.0,1.0
WTI_session,2,post_ceasefire_complex,DOWN_Q3_50_75|FLAT_Q1_0_25|FLAT_Q1_0_25,global_reopen_pre_mcx|mcx_open_drive|india_morning,3,43,0.0697674418604651,0.3333333333333333,0.7914110429447853,0.0331288343558282,True,1.0,1.0
