stream,phase_id,phase_label,day_archetype,current_window,top_next_window,n_observations,freq_up,freq_down,freq_flat,bayes_mean_up,bayes_mean_down,bayes_mean_flat,hdi_up_lower,hdi_up_upper,hdi_down_lower,hdi_down_upper,hdi_flat_lower,hdi_flat_upper,bayes_n_eff
WTI_session,1.0,full_scale_war,mixed_regime,us_open,us_open,8,62.5,25.0,12.5,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.2637243539122716,0.8271847369968193,0.020740128886248488,0.5247144165682969,0.0,0.40004544981159224,11.0
WTI_session,1.0,full_scale_war,mixed_regime,us_pre_open,us_open,4,25.0,75.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.5987638025642563,0.22850000743892646,0.9143571354182163,0.0,0.38534425591678567,7.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,asia_early,us_late,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,europe_midday,us_pre_open,6,83.33333333333334,16.666666666666664,0.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.3744871176066941,0.9588462157266391,0.0,0.3058974771510928,0.0,0.47990036388611657,9.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,global_reopen_pre_mcx,mcx_open_drive,3,33.33333333333333,0.0,66.66666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,india_midday,europe_midday,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,india_morning,india_midday,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,mcx_open_drive,india_morning,3,0.0,0.0,100.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,mcx_tail,other_valid_hours,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,us_late,europe_midday,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,us_open,us_open,12,41.66666666666667,33.33333333333333,25.0,0.4,0.26666666666666666,0.3333333333333333,0.15995000520724859,0.6400499947927515,0.049980513696780554,0.48335281963655274,0.1023451181457278,0.5643215485209389,15.0
WTI_session,1.0,full_scale_war,whipsaw_two_sided,us_pre_open,us_open,6,66.66666666666666,33.33333333333333,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.13646015752763707,0.7524287313612518,0.0,0.47990036388611657,0.041153784273360805,0.6255128823933058,9.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,europe_midday,us_pre_open,10,30.0,60.0,10.0,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.06592367654691458,0.5494609388377009,0.27732157055115386,0.7996015063719231,0.0,0.3428453868053688,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,global_reopen_pre_mcx,mcx_open_drive,10,10.0,20.0,70.0,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.0,0.3428453868053688,0.010065675810100982,0.4514727857283606,0.3605381016510935,0.8702311291181373,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,india_midday,europe_midday,10,20.0,20.0,60.0,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.010065675810100982,0.4514727857283606,0.010065675810100982,0.4514727857283606,0.27732157055115386,0.7996015063719231,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,india_morning,india_midday,10,0.0,70.0,30.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.0,0.21650826119647698,0.3605381016510935,0.8702311291181373,0.06592367654691458,0.5494609388377009,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,mcx_open_drive,india_morning,10,20.0,40.0,40.0,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.010065675810100982,0.4514727857283606,0.12976887088186273,0.6394618983489065,0.12976887088186273,0.6394618983489065,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,mcx_tail,other_valid_hours,9,44.44444444444444,11.11111111111111,44.44444444444444,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.14866519964682678,0.6846681336865066,0.0,0.3692567331623738,0.14866519964682678,0.6846681336865066,12.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,us_open,mcx_tail,20,45.0,25.0,30.0,0.43478260869565216,0.2608695652173913,0.30434782608695654,0.23644992401603532,0.6331152933752691,0.08518941247368228,0.4365497179611003,0.12025722074087819,0.4884384314330349,23.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_down,us_pre_open,us_open,10,10.0,60.0,30.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.0,0.3428453868053688,0.27732157055115386,0.7996015063719231,0.06592367654691458,0.5494609388377009,13.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,europe_midday,us_pre_open,9,33.33333333333333,55.55555555555556,11.11111111111111,0.25,0.5,0.25,0.014611613906521909,0.4853883860934781,0.2281969038496377,0.7718030961503624,0.014611613906521909,0.4853883860934781,12.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,global_reopen_pre_mcx,mcx_open_drive,8,12.5,25.0,62.5,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.0,0.40004544981159224,0.020740128886248488,0.5247144165682969,0.2637243539122716,0.8271847369968193,11.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,india_midday,europe_midday,9,44.44444444444444,33.33333333333333,22.22222222222222,0.4166666666666667,0.25,0.3333333333333333,0.14866519964682678,0.6846681336865066,0.014611613906521909,0.4853883860934781,0.07707491675277284,0.5895917499138938,12.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,india_morning,india_midday,8,75.0,12.5,12.5,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.36418641326928947,0.9085408594579832,0.0,0.40004544981159224,0.0,0.40004544981159224,11.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,mcx_open_drive,india_morning,8,100.0,0.0,0.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.5999545501884078,1.0,0.0,0.25356609283486753,0.0,0.25356609283486753,11.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,mcx_tail,other_valid_hours,9,33.33333333333333,44.44444444444444,22.22222222222222,0.25,0.4166666666666667,0.3333333333333333,0.014611613906521909,0.4853883860934781,0.14866519964682678,0.6846681336865066,0.07707491675277284,0.5895917499138938,12.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,us_open,mcx_tail,18,50.0,22.22222222222222,27.77777777777778,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.2674907982904958,0.6848901540904565,0.0601155547693942,0.41607492142108193,0.0969383242245779,0.47449024720399346,21.0
WTI_session,2.0,post_ceasefire_complex,all_day_trend_up,us_pre_open,us_open,9,66.66666666666666,11.11111111111111,22.22222222222222,0.5,0.16666666666666666,0.3333333333333333,0.2281969038496377,0.7718030961503624,0.0,0.3692567331623738,0.07707491675277284,0.5895917499138938,12.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,europe_midday,us_pre_open,5,40.0,40.0,20.0,0.375,0.375,0.25,0.058706360059727625,0.6912936399402724,0.058706360059727625,0.6912936399402724,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,global_reopen_pre_mcx,mcx_open_drive,5,60.0,0.0,40.0,0.5,0.125,0.375,0.17333333333333334,0.8266666666666667,0.0,0.34106969040360824,0.058706360059727625,0.6912936399402724,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,india_midday,europe_midday,5,0.0,60.0,40.0,0.125,0.5,0.375,0.0,0.34106969040360824,0.17333333333333334,0.8266666666666667,0.058706360059727625,0.6912936399402724,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,india_morning,india_midday,5,60.0,20.0,20.0,0.5,0.25,0.25,0.17333333333333334,0.8266666666666667,0.0,0.5329016319029166,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,mcx_open_drive,india_morning,5,40.0,40.0,20.0,0.375,0.375,0.25,0.058706360059727625,0.6912936399402724,0.058706360059727625,0.6912936399402724,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,mcx_tail,other_valid_hours,5,20.0,20.0,60.0,0.25,0.25,0.5,0.0,0.5329016319029166,0.0,0.5329016319029166,0.17333333333333334,0.8266666666666667,8.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,us_open,mcx_tail,10,40.0,40.0,20.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.12976887088186273,0.6394618983489065,0.12976887088186273,0.6394618983489065,0.010065675810100982,0.4514727857283606,13.0
WTI_session,2.0,post_ceasefire_complex,gap_and_hold_up,us_pre_open,us_open,5,40.0,40.0,20.0,0.375,0.375,0.25,0.058706360059727625,0.6912936399402724,0.058706360059727625,0.6912936399402724,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,europe_midday,us_pre_open,5,80.0,20.0,0.0,0.625,0.25,0.125,0.3087063600597276,0.9412936399402724,0.0,0.5329016319029166,0.0,0.34106969040360824,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,global_reopen_pre_mcx,mcx_open_drive,5,20.0,60.0,20.0,0.25,0.5,0.25,0.0,0.5329016319029166,0.17333333333333334,0.8266666666666667,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,india_midday,europe_midday,5,0.0,100.0,0.0,0.125,0.75,0.125,0.0,0.34106969040360824,0.4670983680970834,1.0,0.0,0.34106969040360824,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,india_morning,india_midday,5,20.0,80.0,0.0,0.25,0.625,0.125,0.0,0.5329016319029166,0.3087063600597276,0.9412936399402724,0.0,0.34106969040360824,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,mcx_open_drive,india_morning,5,60.0,20.0,20.0,0.5,0.25,0.25,0.17333333333333334,0.8266666666666667,0.0,0.5329016319029166,0.0,0.5329016319029166,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,mcx_tail,other_valid_hours,5,40.0,20.0,40.0,0.375,0.25,0.375,0.058706360059727625,0.6912936399402724,0.0,0.5329016319029166,0.058706360059727625,0.6912936399402724,8.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,us_open,mcx_tail,10,30.0,40.0,30.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.06592367654691458,0.5494609388377009,0.12976887088186273,0.6394618983489065,0.06592367654691458,0.5494609388377009,13.0
WTI_session,2.0,post_ceasefire_complex,mixed_regime,us_pre_open,us_open,5,40.0,0.0,60.0,0.375,0.125,0.5,0.058706360059727625,0.6912936399402724,0.0,0.34106969040360824,0.17333333333333334,0.8266666666666667,8.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,europe_midday,us_pre_open,11,36.36363636363637,36.36363636363637,27.27272727272727,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.11465574408321433,0.5996299702025,0.11465574408321433,0.5996299702025,0.05709524305452243,0.514333328374049,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,global_reopen_pre_mcx,mcx_open_drive,11,27.27272727272727,27.27272727272727,45.45454545454545,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.006632156647035731,0.42193927192439284,0.006632156647035731,0.42193927192439284,0.32098895794859494,0.8218681849085478,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,india_midday,europe_midday,11,27.27272727272727,63.63636363636363,9.090909090909092,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.006632156647035731,0.42193927192439284,0.32098895794859494,0.8218681849085478,0.006632156647035731,0.42193927192439284,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,india_morning,india_midday,11,27.27272727272727,54.54545454545454,18.181818181818183,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.006632156647035731,0.42193927192439284,0.1781318150914521,0.6790110420514051,0.11465574408321433,0.5996299702025,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,mcx_open_drive,india_morning,11,36.36363636363637,45.45454545454545,18.181818181818183,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.11465574408321433,0.5996299702025,0.1781318150914521,0.6790110420514051,0.006632156647035731,0.42193927192439284,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,mcx_tail,other_valid_hours,11,27.27272727272727,27.27272727272727,45.45454545454545,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.006632156647035731,0.42193927192439284,0.006632156647035731,0.42193927192439284,0.32098895794859494,0.8218681849085478,14.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,us_open,mcx_tail,22,40.909090909090914,45.45454545454545,13.636363636363637,0.4,0.44,0.16,0.21168929112521753,0.5883107088747825,0.24919500087181234,0.6308049991281877,0.019081169026006622,0.3009188309739934,25.0
WTI_session,2.0,post_ceasefire_complex,whipsaw_two_sided,us_pre_open,us_open,11,54.54545454545454,36.36363636363637,9.090909090909092,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.1781318150914521,0.6790110420514051,0.11465574408321433,0.5996299702025,0.006632156647035731,0.42193927192439284,14.0
WTI_session,4.0,naval_blockade_removed,whipsaw_two_sided,global_reopen_pre_mcx,mcx_open_drive,3,0.0,66.66666666666666,33.33333333333333,0.16666666666666666,0.3333333333333333,0.5,0.0,0.4427503898779821,0.0,0.6825546894322345,0.12959481645095733,0.8704051835490427,6.0
WTI_session,4.0,naval_blockade_removed,whipsaw_two_sided,us_open,mcx_tail,4,75.0,25.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.22850000743892646,0.9143571354182163,0.0,0.5987638025642563,0.0,0.38534425591678567,7.0
WTI_session,5.0,slight_escalation_strait_closure,all_day_trend_down,europe_midday,us_pre_open,3,0.0,100.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.4427503898779821,0.3174453105677654,1.0,0.0,0.4427503898779821,6.0
WTI_session,5.0,slight_escalation_strait_closure,all_day_trend_down,global_reopen_pre_mcx,mcx_open_drive,3,33.33333333333333,33.33333333333333,33.33333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
WTI_session,5.0,slight_escalation_strait_closure,all_day_trend_down,india_midday,europe_midday,3,66.66666666666666,33.33333333333333,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.6825546894322345,0.0,0.4427503898779821,0.12959481645095733,0.8704051835490427,6.0
WTI_session,5.0,slight_escalation_strait_closure,all_day_trend_down,india_morning,india_midday,3,0.0,100.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.4427503898779821,0.3174453105677654,1.0,0.0,0.4427503898779821,6.0
WTI_session,5.0,slight_escalation_strait_closure,all_day_trend_down,mcx_open_drive,india_morning,3,0.0,0.0,100.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.4427503898779821,0.0,0.4427503898779821,0.3174453105677654,1.0,6.0
